Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Amount_Term_ in_year,Income_Category,Has_Coapplicant,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,Total_income_log,EMI_log
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.9206519717573075,0.2085377357125198,-1.394371127890251,0.44236082301236324,-1.19965187197592
-1.0,0.0,0.0,1.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.8832521207035795,-0.8954779297775296,0.2142563325275793,0.48085904758912684,0.1394047123117848
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.33036850461586403,0.05973919793754532,0.04678749590954072,-0.2709652913159244,0.0
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,0.21915335828994106,-0.8954779297775296,0.029326341083329998,-0.32686482074148393,-0.014535046127604959
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.3151015464703083,0.09362216561903476,-0.09689369904463142,-0.0928215943205036,-0.11960336055169447
-1.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,-1.0,0.18763461528656786,-0.8954779297775296,0.181755232273728,-0.3652001444380308,0.11235008756963963
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,-0.3059309106867789,0.15762128753888588,-1.793635295696814,0.30210500979725524,-0.24746156273083883
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.8522619751260873,0.08368603585110677,-1.1731395977689096,-0.5097287905408738,-1.0154939209584253
0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,-1.0,0.0,0.3081227655705486,-0.8954779297775296,-0.5936750248949796,-0.21865393724187923,-0.5331349716298114
0.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,-1.0,0.14423040887372676,-0.8954779297775296,-0.5477705980166927,-0.41799140906587207,-0.49492312546167766
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.21402504444847018,0.1436348193877079,0.7045752856899677,0.26478479711192,0.5475569034117771
-1.0,-1.0,0.0,0.0,0.0,0.0,0.5,-15.0,-1.0,-1.0,0.022841546730133205,-0.8954779297775296,-0.17236824307980375,-0.5656331257083198,1.1021164937892443
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6308290258773698,0.1853381895345556,1.9131478915175666,1.070732320049412,1.5535991010271537
0.0,0.0,0.6025041843405345,0.0,1.0,0.0,0.5,-15.0,0.0,0.0,1.3216326312704751,0.0770825006670216,0.8303876184955232,1.299084031405882,1.9368323443608635
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8310151796634965,-0.8954779297775296,1.040350147610237,0.4173247866106766,0.827063222156234
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088482631156985,0.26363103933391857,1.8675568274137835,1.3110477916137777,1.5156481048673611
-1.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-1.3725441203218678,0.08042637825690521,0.6388983746336355,-0.8274258200615306,0.4928860101505007
0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.015811684527680687,0.14778752494576733,0.8303876184955232,0.4168396213064413,0.6522858333680741
0.0,0.0,0.0,0.0,0.0,0.0,0.5,-15.0,0.0,0.0,1.2486134423131134,-0.8954779297775296,-1.1432561178375225,0.9252373189117065,0.2939282505264228
0.0,-1.0,0.0,1.0,0.0,0.0,0.5,0.0,-2.0,-1.0,-1.3103034214990017,-0.8954779297775296,-2.839997714489706,-2.187098292831799,-2.4030229736383
-1.0,-1.0,0.0,0.0,0.0,-1.310747294120943,0.5,0.0,-1.0,-1.0,-0.06642635087748834,-0.8954779297775296,-1.0339841285160605,-0.6742070542476696,-0.8996578731924151
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.038927045340080714,-0.8954779297775296,-1.1137684572382762,-0.5460688050129577,-0.9660720886197137
0.0,-1.0,0.0,1.0,0.0,0.0,-0.5,0.0,-1.0,-1.0,0.03001396663420822,-0.8954779297775296,-0.2906058944918852,-0.5569095215125293,-0.2808536171543626
0.0,0.0,0.0,1.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,-0.5384702352063732,0.08647225964057755,-0.207838626832944,-0.27951900835602483,-0.21195633829439411
0.0,0.0,1.205008368681069,1.0,0.0,0.0,0.5,-5.0,-1.0,0.0,-0.890923286375755,0.04729838135987658,-1.6400374436878704,-0.7499461151911694,-1.0662699432596223
-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.2750208012714696,-0.8954779297775296,-0.8909540718580973,-0.2589148866160634,-0.7805965343606498
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,0.0,-0.15874185195603527,0.06809737981497746,0.3998876268057167,-0.09710868672553077,0.2939282505264228
0.0,0.0,0.0,0.0,0.0,0.0,0.5,-15.0,0.0,0.0,3.8754386276455737,-0.8954779297775296,3.0352982171201317,4.1201678325804885,3.7722480185948077
0.0,0.0,1.205008368681069,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.4058818834385882,0.09362216561903476,0.8667854727246757,0.47688515864577163,0.6825842011124812
0.0,0.0,0.0,1.0,0.0,0.0,0.5,-15.0,0.0,0.0,-0.6118618213735554,0.17140560469494384,0.04678749590954072,0.2450000576774952,1.2845465109927894
0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.6506801046360784,0.05252150013692705,-0.6169871313879279,-0.5499633489527395,-0.5525404775415969
0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.3552496058010984,0.13152241320464728,0.4728871446518159,0.1006896706715204,0.3546946413949808
0.0,0.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,0.0,0.0,-0.26673736618407623,0.10127862278714805,0.181755232273728,-0.017480966870781562,0.11235008756963963
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.5250842689767176,0.02859923427910128,0.6785365581240762,0.3891959185163808,0.5258816986477565
0.0,-1.0,0.6025041843405345,1.0,1.0,-4.3499657550808735,0.5,0.0,0.0,-1.0,0.1065291506805199,0.11334280728147383,0.5155648572020809,0.31839879244319325,0.39022050017767657
0.0,0.0,1.8075125530216039,1.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,0.3255325860286323,-0.8954779297775296,-0.6169871313879279,-0.1974788826818679,-0.5525404775415969
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,-0.5,-23.0,0.0,0.0,0.1822036204315246,0.14081918556758288,0.7045752856899677,0.5134589562406514,3.2445081275765
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.06323065945653239,-0.030135443928176683,-0.25049155105357696,-0.20732712221002683,-0.24746156273083883
-1.0,-1.0,0.0,1.0,0.0,-0.7115207920698078,0.5,0.0,-1.8364307141409717,-1.0,-1.167991454920679,-0.8954779297775296,-2.538961072787975,-2.01400841725877,-2.152433507089061
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6524442115976214,0.19288043717041176,-0.5027935970330001,0.40295273428073897,-0.4574832888365554
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.23686488169720463,0.07321439243327363,0.2462897747967712,-0.13585873253794759,0.16607004834727823
0.0,0.0,0.0,0.0,0.0,-4.3499657550808735,0.5,0.0,-1.0,0.0,-0.7181300489446457,-0.8954779297775296,-1.6400374436878704,-1.4668551689572993,-1.4041498715444836
0.0,-1.0,0.0,0.0,0.0,-1.3806411862478123,-0.5,0.0,0.0,-1.0,0.6351224042328392,0.17440473238409893,1.7423551374523005,1.0172263377835442,1.4114274873333763
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5976543891786011,0.10867331146996068,0.29349194920686483,-0.19397570253019453,0.20536216786643305
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.44127099702466493,-0.8954779297775296,-1.2968539698464658,-1.13011961536826,-1.118476462645511
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7625273435464812,-0.8954779297775296,1.0953229610709365,0.3340250380597638,0.8728237911087539
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8621702419610838,-0.7641914803876216,0.41876424953226093,-0.41419881466404224,2.87784737309973,-0.3837350596263704
-1.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-0.29287712732681587,-0.8954779297775296,-1.9040813949421826,-0.9496324992151376,-1.6239458157070887
0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,-1.0,-1.006275363217318,0.02368296627317832,-2.1836896760617135,-0.9582991542182389,-1.856697847527572
0.0,0.0,1.8075125530216039,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.5685106199839196,0.04442406522456773,-0.5027935970330001,0.4712587909666751,-0.4574832888365554
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,0.5,0.0,0.0,0.0,0.01815927127636753,0.1644096446769027,1.211687422782458,0.5400343382067118,0.9696881070961452
0.0,0.0,0.0,0.0,0.0,-4.3499657550808735,-0.5,-15.0,0.0,0.0,-0.058635594148486236,0.18637362489033638,0.11529400349648346,0.6403842311633949,1.3415728221232879
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.774200090817968,0.05876726298834888,-0.5936750248949796,-0.6054641549300763,-0.5331349716298114
0.0,-1.0,0.0,1.0,0.0,0.0,0.5,-15.0,-1.0,-1.0,-0.4417755066670768,-0.8954779297775296,-1.6400374436878704,-1.1307332356654851,-0.11960336055169447
0.0,0.0,0.0,1.0,0.0,-4.3499657550808735,0.5,0.0,-1.0,0.0,-1.006275363217318,0.1379409348395842,-0.6643567020030525,-0.20485960416706944,-0.591971941312947
-1.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,1.0762115720358207,-0.8954779297775296,1.0462418642587703,0.7155499750267434,0.8319676156003969
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012118242267569752,0.13754343970967806,0.41468027809233876,0.3598314005037245,0.3062419761041756
0.0,0.0,1.205008368681069,1.0,0.0,-4.3499657550808735,-0.5,0.0,-1.0,0.0,-0.6648569300114321,0.028085015369970462,-0.0060122711826519105,-0.678244909101789,-0.04395167775843857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.1908192971779854,-0.8954779297775296,0.08130424666574995,-0.3613267091565236,0.028732496184240387
-1.0,-1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1.0,0.6443772964730164,-0.8954779297775296,0.48720414465412054,0.19032259729812623,0.3666124244691015
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.2671815602387569,-0.8954779297775296,-0.09689369904463142,-0.9183797337802453,-0.11960336055169447
0.0,-1.0,0.0,1.0,0.0,0.0,-0.5,0.0,0.0,-1.0,0.6928658253093135,-0.8954779297775296,0.13209624044184526,0.24929777433199013,0.07101285964223703
-1.0,-1.0,0.0,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,-1.0,0.16481874951101558,-0.8954779297775296,-0.004393400529003391,-0.39295041353439525,-0.04260409451668799
0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.4391916355661214,-0.8954779297775296,0.04678749590954072,-0.05923871064851035,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8060777982860686,0.14713198075650047,0.04678749590954072,-0.03775108178564981,0.0
0.0,0.0,0.6025041843405345,0.0,0.0,-4.3499657550808735,-0.5,0.0,-1.0,0.0,-0.40690068090833464,0.08287878544310685,0.3397140765249019,-0.21546048627116152,0.24383847481007137
0.0,-1.0,1.205008368681069,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.049508204401759716,-0.8954779297775296,-0.35216610680929505,-0.6536300083476081,-0.3320976805948583
0.0,-1.0,0.0,0.0,0.0,-2.7439629079652286,0.5,-15.0,0.0,-1.0,0.10493746457628278,0.13504889049605787,-0.02837555360939839,0.4275892095130179,1.2219791491703462
0.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.3630733366951913,-0.8954779297775296,0.13209624044184526,-0.15181916749399138,0.07101285964223703
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0510746879783492,-0.1855876328686694,1.5636878817235627,0.7338331380683835,1.2627009667019058
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.23773425708320586,0.05622211874693164,0.14877261675298795,-0.21227313938375414,0.08489463901686958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6443772964730164,0.10359923590194611,1.666854717816953,0.7213483780683394,1.3485792912675598
0.0,0.0,1.8075125530216039,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,-0.2927415095142253,-0.8954779297775296,-0.5251685173080368,-0.9494675512429382,-0.4761086604993121
0.0,0.0,0.0,0.0,0.0,0.0,0.5,-29.0,0.0,0.0,0.28752788353141845,0.13450002369746478,-0.27045837393019273,0.5584105593052615,6.039046812816807
0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-1.0,-0.2355618514032195,0.14308504777875852,-0.7622311806202352,0.24795592736258837,-0.673444792082274
0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.33970463151948677,0.11221803160657998,-0.27045837393019273,-0.006499092600996044,-0.2640823815954466
0.0,0.0,1.8075125530216039,0.0,0.0,-4.3499657550808735,-0.5,0.0,0.0,0.0,4.212677706740704,-0.8954779297775296,2.3489312694373266,4.530341844242488,1.9163546898040733
0.0,0.0,1.8075125530216039,1.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.26318898519902045,-0.8954779297775296,-0.23070221339471797,-0.9135236817316382,-0.23098848643267414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-1.0,0.0,0.28009694426782344,-0.8954779297775296,-1.2034296681183372,-0.2527409226075889,0.24383847481007137
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.46130509783541906,-0.049629957189352134,0.5435688217598889,0.17300198343499099,0.41353161107811687
0.0,0.0,0.6025041843405345,1.0,0.0,-4.3499657550808735,0.0,0.0,0.0,0.0,0.47041479871204195,0.04496788421445191,0.5574398063689819,0.3780584980780588,0.42507812121075733
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9644930246537987,0.0,0.7430711006471213,0.7883034989798068,0.5796016594253951
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,0.18795341657571082,-0.8954779297775296,-0.13431114835813793,-0.36481239577010754,-0.15075046148299992
0.0,0.0,0.0,1.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,-0.7017367836380877,0.10443510880348414,-0.3671659320863609,-0.25346246792918686,-0.3445838623209892
0.0,0.0,0.6025041843405345,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.26631788418627056,0.025377638329085267,0.5155648572020809,0.12889659914044038,0.39022050017767657
0.0,0.0,0.14995660588750964,0.0,0.0,-4.3499657550808735,-0.5,0.0,-0.24888890365407712,0.0,-0.04828765728494581,0.0730744129565567,0.3737258522038301,0.020901541693065816,0.2721506187258257
0.0,0.0,1.205008368681069,0.0,0.0,-4.3499657550808735,0.0,0.0,-1.0,0.0,-0.3652344266610843,0.07980594640966225,0.11529400349648346,-0.20098943795509233,0.05702631113049881
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5558946653160327,-0.8954779297775296,-1.8337496391351242,-1.269533024931101,-1.5654001281471517
0.0,0.0,1.205008368681069,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.8313198812844382,0.061023860883148005,-0.48064131647291386,-0.6321015902365807,-0.4390432473285808
0.0,0.0,1.205008368681069,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0450113602397546,-0.8954779297775296,1.749319176001702,1.893872774066321,1.4172245049165437
-1.0,-1.0,0.0,0.0,0.0,-2.4101027861110467,0.0,-2.229745103974686,-1.0,-1.0,-0.9199417173017006,0.0720091874332129,-0.4763116023109184,-0.6068121104024762,-0.2847618756585974
0.0,0.0,1.205008368681069,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.14455946322255012,0.04649641076468894,0.5155648572020809,0.07943965814094964,0.39022050017767657
0.0,0.0,0.6025041843405345,0.0,0.0,0.0,0.0,10.0,-1.0,0.0,-0.36094631041466224,0.07778630190739107,-0.04192088558393392,-0.20803279853832896,-0.6069777632289852
-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.2981838121463885,-0.05441352932150281,-0.4587072885307943,-0.6248357262836707,-0.4207848840601717
0.0,0.0,1.2717274761237476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0286451662113079,0.3727377418712252,1.484637803311596,2.2138716770980738,1.1968979572478033
0.0,0.0,1.8075125530216039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4654770445701967,0.07285031700564222,0.8907242606651911,0.4568724063539972,0.7025113703299498
0.0,0.0,1.2512095576898041,1.0,0.0,0.0,-0.5,0.0,-0.07668193883052288,0.0,0.10683951554624765,0.04600107915455209,0.11421433297112456,0.04774774534680597,0.05612756983618508
0.0,0.0,0.0,0.0,0.0,-4.3499657550808735,-0.5,-15.0,-1.0,0.0,-0.5652493409599364,0.11545856717268375,-0.7373562198491518,-0.1307969666187397,0.6318081788112839
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.9135150220758232,0.07834660031131972,-2.04593734167624,-0.5814515507864557,-1.742029799829345
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,0.02391980469981787,-0.037790272861540075,0.5435688217598889,-0.26365162547372467,0.41353161107811687
0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.40805549457605544,-0.8954779297775296,-0.13431114835813793,-0.09710868672553077,-0.15075046148299992
